CUST_ID,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,CUST_RGST,CTPR,OCCP_GRP_1,OCCP_GRP_2,TOTALPREM,MINCRDT,MAXCRDT,WEDD_YN,MATE_OCCP_GRP_1,CHLD_CNT,MAX_PAYM_YM,MAX_PRM,CUST_INCM
5468,N,2,46,29861,20,N,200306,서울,5.서비스,3차산업 종사자,68756193,4,6,Y,3.사무직,2,2011-12-01,781128,3552
5469,N,1,46,25277,20,N,200306,부산,6.제조업,전문직,8353656,6,6,Y,4.전문직,2,2016-06-01,39105,5313
5470,N,2,46,0,99,N,200306,인천,5.서비스,3차산업 종사자,3102592,1,99,Y,5.서비스,1,2016-05-01,356521,3680
5472,N,2,46,50972,20,N,200306,서울,1.주부,주부,9681784,6,6,Y,4.전문직,2,2016-05-01,153510,0
5473,N,2,46,23611,20,N,200306,경기,4.전문직,공무원,21820544,6,6,Y,3.사무직,0,2003-05-01,116100,4274
5475,N,2,46,20277,20,N,200306,강원,1.주부,주부,10423151,1,99,Y,3.사무직,2,2014-12-01,283710,0
5476,N,2,46,22242,12,N,200306,부산,5.서비스,3차산업 종사자,4203539,4,4,Y,None,1,2009-02-01,128627,4254
5477,N,2,46,11820,99,N,200306,대구,4.전문직,의료직 종사자,13617239,6,6,N,None,0,2016-06-01,37550,3376
5478,N,2,46,3472,30,N,200306,부산,1.주부,주부,8778031,6,6,Y,6.제조업,0,2016-06-01,120247,0
5479,N,1,45,10833,20,N,200306,경기,5.서비스,3차산업 종사자,3176013,2,99,N,None,0,2015-06-01,209772,3936
5481,N,1,45,22777,20,N,200306,경기,5.서비스,3차산업 종사자,30281685,4,99,Y,1.주부,2,2012-09-01,399343,4420
5482,N,1,45,36388,20,N,200306,경기,3.사무직,사무직,13993345,6,6,Y,1.주부,2,2009-04-01,82900,5702
5483,N,1,45,57777,20,N,200306,대구,4.전문직,전문직,39095028,6,6,Y,1.주부,2,2012-05-01,593577,6429
5484,N,2,45,12083,20,N,200306,경기,4.전문직,의료직 종사자,28943641,6,6,N,None,0,2005-06-01,276517,3224
5486,N,2,45,25000,20,N,200306,경기,5.서비스,3차산업 종사자,34502522,1,99,Y,5.서비스,1,2016-06-01,310054,3368
5487,N,1,45,1140,11,N,200306,경남,6.제조업,운전직,66318201,6,6,N,None,0,2003-06-01,1030705,5543
5488,N,2,45,29027,20,N,200306,서울,5.서비스,3차산업 종사자,11386012,10,99,Y,5.서비스,2,2015-01-01,754763,4907
5489,N,1,45,16527,20,N,200306,인천,2.자영업,자영업,32727865,6,6,Y,2.자영업,1,2002-10-01,29,4863
5490,N,2,45,17222,20,N,200306,서울,1.주부,주부,1200074,6,6,N,None,0,2011-02-01,39370,0
5491,N,2,45,36805,20,N,200306,경기,4.전문직,교육관련직,14977121,6,6,Y,8.기타,2,2003-03-01,159760,4262
5492,N,1,45,9583,20,N,200306,경북,3.사무직,사무직,11732406,6,6,Y,5.서비스,1,2013-11-01,197253,4825
5494,N,1,45,13333,20,N,200306,경기,5.서비스,2차산업 종사자,25428013,1,99,Y,1.주부,0,2015-12-01,208563,4636
5495,N,1,45,14444,20,N,200306,경기,5.서비스,3차산업 종사자,5886061,6,6,Y,3.사무직,1,2011-03-01,198117,4111
5496,N,2,45,27777,20,N,200306,세종,1.주부,주부,40512355,6,6,Y,2.자영업,2,2006-10-01,326645,0
5497,Y,2,45,72638,20,N,200306,서울,1.주부,주부,16364129,6,6,Y,2.자영업,3,2016-06-01,174537,0
5498,N,1,45,32777,20,N,200306,서울,2.자영업,자영업,32317466,6,6,Y,1.주부,3,2009-04-01,1022742,7985
5501,N,2,45,0,99,N,200306,경기,1.주부,주부,3672156,6,6,Y,2.자영업,1,2003-05-01,30900,0
5502,Y,2,45,17361,20,N,200306,부산,1.주부,주부,43478675,6,6,Y,None,2,2004-05-01,289660,0
5503,N,2,45,30138,20,N,200306,경기,4.전문직,교사,7051756,6,6,Y,4.전문직,1,2002-02-01,73400,4429
5504,N,1,45,12638,20,N,200306,인천,6.제조업,운전직,5585695,6,6,Y,1.주부,0,2007-05-01,167575,4581
5505,N,1,45,6250,20,N,200306,전북,6.제조업,2차산업 종사자,2261200,6,7,Y,5.서비스,2,2000-12-01,60000,4197
5506,N,1,45,8472,20,N,200306,경남,6.제조업,2차산업 종사자,873779,6,6,Y,1.주부,2,2012-04-01,40100,4371
5508,N,1,44,28888,20,N,200306,경기,4.전문직,전문직,25285909,6,6,Y,4.전문직,2,2004-11-01,422385,5031
5509,N,2,44,4990,12,N,200306,서울,3.사무직,사무직,43796386,6,6,N,None,0,2012-05-01,348789,4893
5510,N,2,44,13408,11,N,200306,충남,1.주부,주부,16250908,6,6,Y,6.제조업,0,2006-03-01,109153,0
5511,N,2,44,25972,20,N,200306,경기,3.사무직,사무직,8150396,6,6,N,None,0,2003-05-01,53200,4133
5512,N,2,44,14444,20,N,200306,대전,3.사무직,사무직,66632018,6,6,Y,3.사무직,3,2014-06-01,701364,3996
5513,N,1,44,12491,12,N,200306,서울,4.전문직,전문직,7081872,8,8,Y,1.주부,1,2016-04-01,227326,5085
5514,N,1,44,20833,20,N,200306,경기,3.사무직,사무직,3097160,6,6,Y,4.전문직,2,2002-07-01,25999,4909
5515,N,1,44,7638,20,N,200306,경북,4.전문직,전문직,25941169,2,99,Y,None,3,2016-04-01,1117438,6340
5516,N,2,44,5833,20,N,200306,전남,3.사무직,고위 공무원,33909141,6,6,Y,3.사무직,0,2003-05-01,215714,3385
5517,N,1,44,4861,30,N,200306,부산,6.제조업,2차산업 종사자,0,6,6,N,None,0,2003-05-01,88600,4027
5518,N,1,44,21111,20,N,200306,광주,3.사무직,사무직,23272221,6,6,Y,3.사무직,1,2008-12-01,198450,4828
5519,Y,2,44,24552,40,N,200306,서울,2.자영업,자영업,3861848,10,10,Y,6.제조업,1,2002-12-01,175330,5055
5520,N,1,44,7302,40,N,200306,경북,5.서비스,3차산업 종사자,6619302,6,6,N,None,0,2003-02-01,94890,4232
5521,N,2,44,4861,20,N,200306,경북,3.사무직,단순 사무직,15119125,6,6,Y,2.자영업,2,2016-06-01,196470,3217
5522,N,2,44,16111,20,N,200306,전남,1.주부,주부,25199731,6,6,Y,6.제조업,2,2004-07-01,175280,0
5523,N,2,44,18783,12,N,200306,서울,4.전문직,교육관련직,51851311,6,6,Y,3.사무직,3,2015-12-01,397198,4822
5525,N,2,44,20416,20,N,200306,경기,5.서비스,예체능계 종사자,36470992,1,6,Y,5.서비스,2,2016-06-01,327937,3907
5526,N,2,44,21111,20,N,200306,인천,1.주부,주부,7340111,6,6,Y,3.사무직,1,2002-09-01,78600,0
5527,N,2,44,22500,20,N,200306,경기,1.주부,주부,6038374,6,6,Y,3.사무직,2,2013-08-01,152734,0
5528,N,2,44,19722,20,N,200306,인천,3.사무직,사무직,25723920,6,6,N,None,0,2010-03-01,168052,3767
5529,Y,1,44,6455,12,N,200306,경남,3.사무직,사무직,9498468,6,6,Y,1.주부,0,2013-10-01,313651,4239
5530,Y,2,44,7222,20,N,200306,광주,5.서비스,3차산업 종사자,6233197,8,8,Y,None,2,2003-04-01,97200,3958
5531,N,2,44,53888,20,N,200306,경기,4.전문직,의료직 종사자,27848877,6,9,N,None,0,2006-02-01,415602,3369
5532,N,1,44,11805,20,N,200306,광주,3.사무직,사무직,8617048,6,6,N,None,0,2003-05-01,72400,4340
5533,N,1,44,25000,20,N,200306,대구,4.전문직,교육관련직,11799495,2,2,N,None,0,2016-06-01,113927,3839
5534,N,2,44,29305,20,N,200306,대구,1.주부,주부,13730019,6,6,Y,2.자영업,1,2007-01-01,111650,0
5535,N,1,44,9073,20,N,200306,부산,5.서비스,2차산업 종사자,804860,8,8,N,None,0,2004-01-01,132000,4361
5536,N,2,44,8611,20,N,200306,충남,2.자영업,자영업,13073393,6,6,Y,7.1차산업,2,2015-05-01,399000,4670
5537,Y,1,44,3159,99,N,200306,전남,3.사무직,사무직,14182862,7,7,Y,2.자영업,0,2008-12-01,458854,3945
5538,N,1,43,75000,20,N,200306,서울,4.전문직,고소득의료직,112933240,2,6,Y,4.전문직,1,2011-06-01,1535835,9915
5539,Y,1,43,12916,20,N,200306,경기,6.제조업,운전직,18158492,6,6,Y,5.서비스,1,2004-03-01,167775,4651
5540,N,2,43,7222,20,N,200306,강원,1.주부,주부,25575599,6,99,Y,6.제조업,1,2011-08-01,2233601,0
5541,N,2,43,33888,20,N,200306,서울,1.주부,주부,96798276,3,6,Y,6.제조업,2,2010-06-01,275313,0
5542,N,2,43,10899,12,N,200306,서울,4.전문직,의료직 종사자,9304504,1,1,N,None,0,2003-04-01,168000,3203
5544,N,2,43,8472,20,Y,200306,전남,2.자영업,자영업,26465914,6,6,Y,4.전문직,1,2003-03-01,667050,4411
5545,N,2,43,39305,20,N,200306,경기,1.주부,주부,15936742,2,2,Y,4.전문직,2,2016-06-01,104012,0
5546,N,1,43,19444,20,N,200306,전남,6.제조업,운전직,9828000,6,6,Y,1.주부,2,2003-05-01,300000,4412
5547,N,1,43,85000,20,N,200306,경기,3.사무직,사무직,2485647,1,1,N,None,0,2016-06-01,30321,6300
5548,N,2,43,23718,20,N,200306,경남,1.주부,주부,40794813,1,99,Y,6.제조업,0,2015-03-01,5458652,0
5549,N,2,43,13609,12,N,200306,경기,4.전문직,교육관련직,6248403,6,6,N,None,0,2016-06-01,220791,3830
5550,N,1,43,11111,20,N,200306,경기,5.서비스,2차산업 종사자,7771350,7,8,Y,3.사무직,1,2005-08-01,200000,4422
5551,N,2,43,8750,20,N,200306,충남,2.자영업,자영업,11933946,6,6,Y,2.자영업,2,2008-07-01,467862,4716
5552,N,2,43,21666,20,N,200306,경기,1.주부,주부,6835784,6,6,Y,2.자영업,0,2003-06-01,45700,0
5554,N,1,43,7960,12,N,200306,서울,2.자영업,자영업,15053393,6,6,N,None,0,2006-02-01,192552,4263
5556,N,1,43,20138,20,N,200306,서울,2.자영업,자영업,16374026,6,6,Y,1.주부,2,2001-08-01,163691,5099
5557,N,1,43,23435,99,N,200306,서울,3.사무직,사무직,4200775,6,6,N,None,0,2002-07-01,65729,5214
5559,N,1,43,5178,99,N,200306,제주,3.사무직,사무직,8289600,6,6,Y,1.주부,2,2002-08-01,69109,4153
5560,N,2,43,5833,30,N,200306,대전,4.전문직,의료직 종사자,16521343,6,6,Y,5.서비스,2,2014-04-01,366541,2990
5561,N,1,43,2666,12,N,200306,경기,5.서비스,2차산업 종사자,20903595,6,6,Y,4.전문직,1,2016-06-01,226461,3741
5562,N,2,43,27916,20,N,200306,충남,1.주부,주부,15602101,6,6,Y,5.서비스,2,2003-05-01,161350,0
5563,N,2,43,13750,20,N,200306,전남,4.전문직,의료직 종사자,17301800,6,6,N,None,0,2002-03-01,745015,3383
5564,N,2,43,20000,20,N,200306,충북,2.자영업,자영업,15985121,6,6,Y,2.자영업,2,2005-02-01,109950,4069
5565,N,2,43,31388,20,N,200306,서울,4.전문직,전문직,17909128,6,6,Y,4.전문직,2,2016-06-01,113188,4584
5566,N,2,43,17079,11,N,200306,대전,1.주부,주부,7703900,6,6,Y,2.자영업,1,2003-03-01,30033,0
5567,N,1,43,8194,20,N,200306,서울,3.사무직,사무직,4080000,6,6,N,None,0,2002-07-01,29,3867
5568,N,2,43,8969,12,N,200306,경남,1.주부,주부,21733792,6,6,Y,3.사무직,2,2005-02-01,180488,0
5569,N,2,43,15000,20,N,200306,부산,3.사무직,사무직,9284268,6,6,N,None,0,2010-04-01,115750,4173
5570,N,1,43,0,20,N,200306,경남,6.제조업,2차산업 종사자,27881864,6,6,Y,4.전문직,3,2006-02-01,204597,4000
5572,N,1,43,22639,20,N,200306,경북,5.서비스,3차산업 종사자,31991183,6,6,Y,1.주부,1,2003-10-01,350100,4370
5573,N,2,43,44305,20,N,200306,서울,1.주부,주부,3638650,6,6,Y,4.전문직,2,2003-09-01,57615,0
5574,N,2,43,8690,30,N,200306,경기,3.사무직,사무직,9323830,6,6,Y,6.제조업,0,2016-01-01,492824,3936
5575,N,2,43,4966,40,N,200306,충남,5.서비스,3차산업 종사자,24817402,6,6,Y,5.서비스,1,2011-02-01,229666,3747
5576,N,2,43,7777,30,N,200306,서울,8.기타,2차산업 종사자,63924808,5,99,Y,8.기타,3,2012-11-01,801386,4747
5577,N,1,42,23472,20,N,200306,부산,5.서비스,2차산업 종사자,9196440,6,6,Y,1.주부,2,2003-05-01,52000,4561
5578,N,2,42,26881,11,N,200306,경기,1.주부,주부,5062373,6,6,Y,3.사무직,2,2002-10-01,35303,0
5579,N,2,42,0,99,Y,200306,경기,2.자영업,자영업,75085395,1,99,Y,5.서비스,2,2007-01-01,1793676,4224
5580,Y,2,42,24305,20,N,200306,경기,2.자영업,자영업,20701097,1,6,Y,5.서비스,2,2014-11-01,467556,4075
5581,N,2,42,10277,20,N,200306,경남,1.주부,주부,48117803,6,6,Y,6.제조업,3,2012-05-01,593763,0
5584,N,2,42,12373,11,Y,200306,광주,1.주부,주부,38515124,6,6,Y,None,1,2014-02-01,267550,0
5585,N,1,42,8888,30,N,200306,서울,4.전문직,전문직,23254900,6,6,Y,1.주부,0,2001-04-01,61000,4180
5586,N,2,42,5972,20,N,200306,제주,1.주부,주부,9705993,1,99,N,None,0,2016-06-01,271134,0
5587,N,2,42,21077,20,N,200306,서울,3.사무직,사무직,5926698,6,6,N,None,0,2003-05-01,49800,4105
5588,N,1,42,35277,20,N,200306,경기,8.기타,학생,9696119,6,6,N,None,0,2003-06-01,81300,0
5589,N,2,42,37777,20,N,200306,경기,1.주부,주부,32107714,6,6,Y,4.전문직,2,2013-09-01,473517,0
5590,N,2,42,11570,40,N,200306,경기,1.주부,주부,8040285,6,6,N,None,0,2003-05-01,53740,0
5592,N,1,42,11944,20,N,200306,인천,5.서비스,2차산업 종사자,65526631,6,7,Y,1.주부,1,1999-12-01,966667,3314
5593,N,2,42,38055,20,N,200306,서울,1.주부,주부,21836452,6,6,Y,3.사무직,2,2005-10-01,186196,0
5594,N,2,42,25833,20,N,200306,울산,5.서비스,3차산업 종사자,7822018,8,8,Y,None,1,2003-08-01,309066,3763
5595,N,1,42,11666,20,N,200306,부산,5.서비스,2차산업 종사자,16226552,6,6,Y,1.주부,1,2011-12-01,195558,3816
5596,N,2,42,16666,20,N,200306,인천,1.주부,주부,16546576,6,6,Y,8.기타,2,2004-03-01,361701,0
5597,N,1,41,6919,11,N,200306,경북,7.1차산업,1차산업 종사자,23842428,2,99,Y,None,1,2015-09-01,492299,4024
5599,N,1,41,38210,12,N,200306,경기,3.사무직,사무직,13823326,7,7,Y,1.주부,2,2004-01-01,256600,5469
5600,N,1,41,25555,20,N,200306,대구,6.제조업,2차산업 종사자,18803768,6,6,Y,1.주부,1,2005-05-01,125249,4556
5601,N,2,41,11111,20,N,200306,경기,4.전문직,교사,5605170,6,6,N,None,0,2003-05-01,110950,4062
5602,N,2,41,12916,20,N,200306,대전,3.사무직,사무직,4371023,6,6,N,None,0,2003-05-01,39100,3522
5603,N,1,41,152222,20,N,200306,서울,4.전문직,고소득의료직,217680415,3,6,Y,1.주부,0,2010-12-01,2574971,12302
5604,N,1,41,16527,20,N,200306,경남,3.사무직,사무직,20625781,6,6,Y,1.주부,1,2004-07-01,146867,4233
5606,N,2,41,11111,20,N,200306,인천,3.사무직,사무직,24302019,6,6,Y,6.제조업,2,2014-04-01,429203,4421
5607,N,1,41,4619,11,N,200306,제주,5.서비스,3차산업 종사자,17576801,6,6,Y,None,1,2008-06-01,84800,3877
5609,N,2,41,16111,20,N,200306,부산,3.사무직,사무직,53377331,6,6,Y,6.제조업,0,2016-06-01,100000,3973
5610,N,2,41,27361,20,N,200306,서울,2.자영업,자영업,10007199,6,6,Y,4.전문직,1,2002-02-01,242600,4143
5611,N,2,41,23333,20,N,200306,충북,1.주부,주부,20732140,6,6,Y,6.제조업,2,2003-12-01,137020,0
5612,N,2,41,9166,20,Y,200306,울산,1.주부,주부,152082458,6,99,Y,4.전문직,2,2013-07-01,1674109,0
5613,N,1,41,19166,20,N,200306,경기,3.사무직,사무직,10837924,6,6,Y,1.주부,1,2003-05-01,103150,4780
5615,N,2,41,11944,20,N,200306,경기,1.주부,주부,23174412,6,6,Y,None,1,2016-06-01,191730,0
5616,N,1,41,5964,12,N,200306,인천,8.기타,기타,5946941,6,6,N,None,0,2003-11-01,100100,0
5618,N,1,41,4722,20,N,200306,전북,3.사무직,사무직,9073917,6,6,N,None,0,2003-05-01,53700,4112
5619,Y,2,41,40000,20,Y,200306,경기,4.전문직,의료직 종사자,117944849,8,8,Y,4.전문직,2,2015-02-01,2000000,4419
5620,N,1,41,40369,40,N,200306,서울,3.사무직,사무직,32129454,6,6,Y,1.주부,0,2006-03-01,184800,5152
5621,N,2,41,0,12,N,200306,전남,1.주부,주부,6111117,6,6,N,None,0,2007-10-01,503833,0
5623,N,2,41,42222,20,N,200306,인천,1.주부,주부,16264851,6,6,Y,6.제조업,1,2003-05-01,127500,0
5624,N,2,41,7777,20,N,200306,전북,3.사무직,단순 사무직,41221038,2,99,Y,3.사무직,2,2015-02-01,890718,3381
5627,Y,1,41,14424,20,N,200306,전남,2.자영업,자영업,4545820,6,6,N,None,0,2002-05-01,214500,4675
5628,N,2,41,12222,20,N,200306,충남,3.사무직,사무직,23155884,6,6,Y,6.제조업,2,2011-08-01,427906,3498
5630,N,2,40,28472,20,N,200306,경기,1.주부,주부,9536180,2,2,Y,6.제조업,1,2007-04-01,128500,0
5631,N,2,40,12382,40,N,200306,대구,4.전문직,대학교수/강사,1627697,6,6,N,None,0,2003-05-01,13700,5140
5632,N,1,40,14444,30,N,200306,경기,3.사무직,사무직,7967784,8,8,Y,2.자영업,0,2014-11-01,1686836,4488
5634,N,1,40,9861,20,N,200306,광주,3.사무직,사무직,2360243,6,6,N,None,0,2016-06-01,38384,4430
5635,N,1,40,6704,11,N,200306,강원,6.제조업,2차산업 종사자,115533702,6,6,N,None,0,2003-05-01,1010810,4210
5636,N,2,40,10972,30,N,200306,서울,5.서비스,예체능계 종사자,14492920,6,6,N,None,0,2003-05-01,243170,3432
5637,N,1,40,35277,20,N,200306,충남,6.제조업,2차산업 종사자,11365455,6,6,N,None,0,2003-05-01,95500,4500
5638,N,2,40,13611,30,N,200306,경기,1.주부,주부,9161939,6,6,Y,None,1,2005-02-01,133100,0
5639,N,1,40,24409,12,N,200306,경기,5.서비스,3차산업 종사자,14070986,6,6,N,None,0,2003-08-01,204800,4425
5640,N,2,40,15897,12,N,200306,강원,1.주부,주부,2673800,4,99,N,None,0,2003-06-01,28400,0
5641,Y,1,40,6101,99,N,200306,충남,5.서비스,3차산업 종사자,15573120,6,6,N,None,0,2015-02-01,96000,3107
5642,N,1,40,7853,12,N,200306,서울,3.사무직,고위 공무원,30434656,6,6,Y,1.주부,0,2003-05-01,179200,3970
5643,N,1,40,39722,20,N,200306,서울,2.자영업,자영업,42180072,6,6,Y,1.주부,1,2006-09-01,382562,5369
5644,N,1,40,9027,30,N,200306,경기,2.자영업,자영업,15551009,6,6,N,None,0,1999-09-01,272280,4245
5645,N,2,40,17485,30,N,200306,서울,2.자영업,자영업,2019600,6,6,N,None,0,2005-06-01,37400,4551
5646,N,2,40,30000,20,N,200306,경남,3.사무직,사무직,24955736,6,6,Y,3.사무직,1,2007-11-01,708042,4174
5647,N,2,40,15000,20,N,200306,충남,1.주부,주부,14307377,8,9,Y,4.전문직,2,2010-11-01,475691,0
5648,N,1,40,13750,20,N,200306,광주,3.사무직,사무직,6103552,6,6,N,None,0,2010-09-01,51200,4641
5649,N,1,40,15138,20,N,200306,충남,3.사무직,공무원,13603987,6,6,N,None,0,2014-09-01,114136,4252
5650,N,1,39,12500,20,N,200306,서울,4.전문직,전문직,0,6,6,N,None,0,2002-07-01,29,4000
5651,N,1,39,14166,30,N,200306,서울,5.서비스,예체능계 종사자,3477470,6,6,N,None,0,2005-04-01,98020,4044
5652,N,2,39,12916,20,N,200306,울산,1.주부,주부,15376758,6,6,Y,3.사무직,1,2016-06-01,120000,0
5654,N,2,39,4722,20,N,200306,충북,1.주부,주부,26621222,6,6,N,None,0,2007-02-01,766389,0
5655,N,1,39,8611,20,N,200306,경북,6.제조업,2차산업 종사자,5753496,6,6,N,None,0,2001-08-01,48329,3399
5657,N,2,39,6805,20,N,200306,충남,1.주부,주부,9258760,6,6,Y,None,1,2004-05-01,96564,0
5658,N,1,39,18888,20,N,200306,인천,5.서비스,2차산업 종사자,15027495,6,6,Y,1.주부,2,2004-09-01,170650,3539
5660,N,2,39,8055,20,N,200306,광주,4.전문직,의료직 종사자,35439841,6,6,Y,4.전문직,0,2010-03-01,616867,3459
5661,N,2,39,7777,30,N,200306,경기,3.사무직,사무직,56425804,2,2,Y,3.사무직,0,2007-07-01,238780,3767
5662,N,2,39,16111,20,N,200306,경기,3.사무직,사무직,7007339,6,6,N,None,0,2003-04-01,127600,3423
5663,N,2,39,29027,20,N,200306,충북,5.서비스,3차산업 종사자,76318454,6,6,Y,2.자영업,2,2009-07-01,1152680,4194
5664,N,1,39,25833,20,N,200306,광주,3.사무직,사무직,28079430,6,6,Y,2.자영업,2,2004-12-01,203690,4198
5665,N,2,39,3498,12,N,200306,경북,3.사무직,단순 사무직,26688068,1,99,Y,2.자영업,0,2007-01-01,409048,2993
5666,N,2,39,7587,40,N,200306,인천,8.기타,학생,3149730,6,6,N,None,0,2004-08-01,53400,0
5668,N,1,39,8114,13,N,200306,부산,8.기타,학생,29259046,6,6,N,None,0,2009-02-01,180100,0
5669,N,1,39,16666,30,N,200306,서울,5.서비스,2차산업 종사자,9528801,6,6,N,None,0,2008-05-01,57727,4095
5670,N,1,39,13097,99,N,200306,경기,5.서비스,2차산업 종사자,22760676,6,99,N,None,0,2002-08-01,437550,3891
5671,Y,2,39,17361,30,N,200306,경기,1.주부,주부,29223977,6,6,Y,6.제조업,1,2001-08-01,196938,0
5672,N,1,39,13134,13,N,200306,서울,5.서비스,3차산업 종사자,2962448,6,6,Y,5.서비스,0,2015-11-01,144685,3650
5674,N,2,39,25138,20,Y,200306,경기,3.사무직,사무직,127020525,1,99,Y,3.사무직,1,2007-12-01,1559047,4021
5675,Y,1,39,5401,99,N,200306,경기,2.자영업,자영업,14620855,6,6,N,None,0,2007-08-01,617335,4049
5676,N,1,38,24444,20,N,200306,광주,3.사무직,공무원,21709085,6,6,N,None,0,2004-02-01,144500,4086
5677,N,2,38,10694,20,N,200306,경북,1.주부,주부,29524044,6,7,Y,4.전문직,1,2012-11-01,633678,0
5678,N,2,38,15277,30,N,200306,경기,1.주부,주부,16413755,6,6,Y,2.자영업,1,2007-07-01,153500,0
5679,N,1,38,14305,20,N,200306,경기,6.제조업,2차산업 종사자,26519610,6,6,N,None,0,2001-08-01,168548,3974
5680,N,2,38,11178,11,N,200306,부산,5.서비스,3차산업 종사자,13055590,6,6,N,None,0,2016-06-01,231439,3592
5682,N,1,38,16111,20,N,200306,서울,2.자영업,자영업,13024632,7,7,N,None,0,2010-11-01,92280,4390
5683,N,2,38,5833,20,N,200306,전남,2.자영업,자영업,8141686,7,7,Y,3.사무직,3,2011-06-01,174603,3256
5684,N,2,38,10338,11,N,200306,충남,1.주부,주부,18337228,4,99,Y,7.1차산업,1,2015-05-01,716380,0
5687,Y,2,38,8624,12,N,200306,충남,3.사무직,사무직,7345787,6,6,N,None,0,2002-01-01,485750,3202
5688,N,1,38,18194,20,N,200306,서울,4.전문직,전문직,8025372,6,6,N,None,0,2003-05-01,51300,4050
5689,N,1,38,19027,30,N,200306,경기,6.제조업,2차산업 종사자,11185540,7,9,Y,1.주부,2,2003-05-01,1058310,4069
5690,N,1,38,30237,40,N,200306,서울,3.사무직,사무직,19294067,6,6,Y,None,2,2004-02-01,349104,4730
5694,N,2,38,20972,20,N,200306,경기,3.사무직,사무직,16065264,6,6,N,None,0,2010-11-01,124450,3574
5695,N,2,38,8194,30,N,200306,서울,1.주부,주부,2579997,6,6,Y,2.자영업,0,2004-03-01,131324,0
5697,N,1,38,38888,20,N,200306,경기,3.사무직,사무직,68440808,6,6,Y,1.주부,2,2011-05-01,503847,4750
5698,N,1,38,10972,30,N,200306,울산,6.제조업,전문직,35942516,6,6,N,None,0,2005-06-01,585959,3828
5699,N,2,38,3750,30,Y,200306,부산,2.자영업,3차산업 종사자,27201683,6,6,N,None,0,2014-11-01,559006,3977
5700,N,2,38,14444,20,N,200306,충남,1.주부,주부,21950677,4,6,Y,4.전문직,3,2012-08-01,244333,0
5701,N,2,38,16527,20,N,200306,충북,1.주부,주부,7789163,6,6,Y,5.서비스,0,2006-12-01,206613,0
5703,N,2,38,15694,30,N,200306,경기,1.주부,주부,10838730,6,6,Y,3.사무직,1,2005-04-01,147833,0
5704,N,2,38,25972,20,N,200306,경기,4.전문직,교육관련직,28904244,6,6,N,None,0,2006-10-01,152342,4133
5706,N,1,38,4795,13,N,200306,경기,5.서비스,2차산업 종사자,5267000,6,6,Y,2.자영업,0,2001-10-01,102400,3743
5707,N,1,38,6809,99,N,200306,전남,5.서비스,2차산업 종사자,1731180,6,6,Y,1.주부,2,2011-02-01,28380,3840
5708,N,1,37,29444,20,N,200306,대전,4.전문직,전문직,26691536,6,6,N,None,0,2005-05-01,202700,4096
5709,Y,1,37,8921,13,N,200306,서울,5.서비스,3차산업 종사자,60150376,6,6,N,None,0,2005-01-01,100000,3243
5711,Y,2,37,0,99,N,200306,경기,1.주부,주부,471297,6,6,Y,3.사무직,0,1999-11-01,31297,0
5712,N,2,37,20694,20,N,200306,강원,1.주부,주부,273104985,5,6,Y,2.자영업,1,2014-06-01,4165949,0
5713,N,2,37,13194,30,N,200306,서울,3.사무직,사무직,24819793,8,99,Y,3.사무직,2,2014-10-01,576130,3563
5714,N,2,37,9414,12,N,200306,서울,5.서비스,2차산업 종사자,36595534,6,6,N,None,0,2009-04-01,318039,3500
5719,N,1,37,0,99,N,200306,서울,8.기타,학생,3808014,6,6,N,None,0,2010-04-01,21300,0
5720,N,2,37,14722,20,N,200306,경기,3.사무직,사무직,21152575,6,6,N,None,0,2006-03-01,155300,3379
5722,N,1,37,26944,20,N,200306,대전,6.제조업,2차산업 종사자,13649306,6,6,N,None,0,2008-03-01,429341,4088
5723,N,1,37,18245,40,N,200306,울산,2.자영업,자영업,9800095,8,8,Y,1.주부,2,2011-05-01,218011,4416
5724,N,2,37,12839,20,N,200306,충남,4.전문직,의료직 종사자,15652640,6,6,N,None,0,2005-08-01,162000,3245
5725,N,1,36,15138,20,N,200306,대전,5.서비스,예체능계 종사자,135360,6,6,N,None,0,2003-11-01,135360,3807
5727,N,2,36,37777,20,N,200306,서울,8.기타,학생,13785226,6,6,N,None,0,2004-06-01,82323,0
5728,N,1,36,33472,20,N,200306,서울,3.사무직,사무직,5855563,6,6,Y,4.전문직,0,2016-06-01,128059,4213
5729,N,2,36,4606,12,N,200306,부산,3.사무직,단순 사무직,14503603,6,6,N,None,0,2016-06-01,162634,2984
5730,Y,1,36,21111,30,N,200306,서울,8.기타,학생,0,6,6,N,None,0,2003-05-01,72800,0
5732,N,1,36,10700,13,N,200306,서울,5.서비스,3차산업 종사자,15042332,6,6,N,None,0,2006-01-01,100417,3912
5734,N,2,36,38611,20,N,200306,경기,3.사무직,사무직,33718434,6,6,Y,None,1,2011-05-01,271742,4054
5735,N,2,36,36527,20,N,200306,서울,1.주부,주부,32289536,6,6,Y,5.서비스,0,2014-11-01,803476,0
5736,Y,2,36,24444,20,N,200306,경남,3.사무직,사무직,5890400,6,6,N,None,0,2015-01-01,79600,3862
5737,N,1,36,2777,20,N,200306,충북,8.기타,학생,55099934,6,6,N,None,0,2005-07-01,1049704,0
